担当者,アーティスト,曲名（optional）,URL,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル,id,name,artists,genre,popularity,duration_ms,tempo,key,mode,key_confidence,energy,danceability,valence,instrumentalness,acousticness,loudness,segments_count,segments_avg_duration,beats_count,beats_regularity
Yifan,techno,lullaby,https://open.spotify.com/intl-ja/track/4WpbJlrScdfbCilNSJKLRt?si=234d8444a08d4d6e,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング,3Q5YJa6lQdYMHfTu4WeKN3,Reverse Fall,['Phase Fatale'],techno,25.0,440669.0,129.2,5.0,0.0,0.84,0.29,0.51,0.45,0.78,0.98,0.39,60.0,0.46,60.0,0.95
Yifan,techno,purge,https://open.spotify.com/intl-ja/track/3rheUBDovE7jbtztArXClB?si=06f0488943c84e23,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング,7kXmJwrZGIhDaLT9sNo3ut,Hey Boy Hey Girl,['The Chemical Brothers'],electronic,68.0,290493.0,126.05,9.0,0.0,0.79,0.37,0.47,0.5,0.75,0.93,0.22,62.0,0.48,62.0,0.94
Yifan,techno,fall,https://open.spotify.com/intl-ja/track/3Q5YJa6lQdYMHfTu4WeKN3?si=168feca2bcaf44a3,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,パーティーソング,4x0PSbiNZ3Xjh2XrJ3Vplf,Under Marble,['Phase Fatale'],techno,18.0,346000.0,129.2,0.0,0.0,0.85,0.29,0.49,0.41,0.8,0.97,0.34,63.0,0.46,63.0,0.97
Yifan,techno,hey,https://open.spotify.com/intl-ja/track/7kXmJwrZGIhDaLT9sNo3ut?si=0efbd9bf83be4aee,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,0ELifwnrhwegKmo7kCUGK5,Kenopsia,['Minimum Syndicat'],techno,23.0,308142.0,129.2,1.0,1.0,0.79,0.34,0.42,0.8,0.78,0.94,0.32,65.0,0.46,65.0,0.9
Yifan,techno,under,https://open.spotify.com/intl-ja/track/4x0PSbiNZ3Xjh2XrJ3Vplf?si=93c0301fa48247df,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,60tCJXhDZPIileGFqcpY7k,"Reflection, Pt.1",['SHAO'],,7.0,,123.05,2.0,1.0,0.93,0.24,0.53,0.7,0.81,0.98,0.4,44.0,0.49,44.0,0.93
Yifan,techno,keno,https://open.spotify.com/intl-ja/track/0ELifwnrhwegKmo7kCUGK5?si=6035b576ed114b04,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,4mn5HdatHKN7iFGDes9G8i,Who's Ready for Tomorrow,"['IBDY', 'RAT BOY']",indie,70.0,116161.0,136.0,4.0,0.0,0.6,0.32,0.45,0.49,0.75,0.97,0.25,66.0,0.44,66.0,0.92
Yifan,techno,refle,https://open.spotify.com/intl-ja/track/60tCJXhDZPIileGFqcpY7k?si=a7ac8cb5b7d34927,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング,4D7kxLhSz7siCOw7KA5rQn,Style,['Taylor Swift'],pop,47.0,,95.7,9.0,1.0,0.65,0.34,0.37,0.78,0.75,0.96,0.25,47.0,0.63,47.0,0.91
Yifan,techno,tomorrow,https://open.spotify.com/intl-ja/track/4mn5HdatHKN7iFGDes9G8i?si=7aa77fda85c6488a,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,メッセージソング,1CiVz2WkmZRwhU3A6J2Gjz,Shake It Off,['Taylor Swift'],pop,59.0,,161.5,2.0,1.0,0.66,0.34,0.48,0.8,0.76,0.96,0.24,76.0,0.37,76.0,0.95
Yifan,taylor swift,style,https://open.spotify.com/intl-ja/track/4D7kxLhSz7siCOw7KA5rQn?si=17a4b4c1629e4926,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング,4XMP3zVxrnr58T0tjIHvpR,All Too Well,['Taylor Swift'],,53.0,,92.29,7.0,1.0,0.63,0.35,0.42,0.78,0.75,0.96,0.2,41.0,0.65,41.0,0.9
Yifan,taylor swift,shake,https://open.spotify.com/intl-ja/track/1CiVz2WkmZRwhU3A6J2Gjz?si=4087e9e69a4e4a89,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,失恋ソング,1qLeEu4iXEclkLwoBlMiou,Stay Stay Stay,['Taylor Swift'],,50.0,,99.38,0.0,1.0,0.62,0.35,0.46,0.79,0.75,0.94,0.22,48.0,0.6,48.0,0.91
Yifan,taylor swift,all,https://open.spotify.com/intl-ja/track/4XMP3zVxrnr58T0tjIHvpR?si=9cab2071b49b4575,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,2lCii9ugWIOMGLKO5dj5WP,Sparks Fly,['Taylor Swift'],,17.0,,114.84,5.0,0.0,0.59,0.38,0.48,0.5,0.75,0.94,0.16,55.0,0.52,55.0,0.96
Yifan,taylor swift,stay,https://open.spotify.com/intl-ja/track/1qLeEu4iXEclkLwoBlMiou?si=458d618cd09e4503,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング,6yM6QsnTCTVOkKEvg3hGlo,Mean,['Taylor Swift'],pop,47.0,,161.5,4.0,1.0,0.58,0.36,0.48,0.81,0.75,0.93,0.21,82.0,0.37,82.0,0.94
Yifan,taylor swift,sparks,https://open.spotify.com/intl-ja/track/2lCii9ugWIOMGLKO5dj5WP?si=4c478c67410d4274,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング,5hnJCRSo4pxRsaEwT9YusG,Love Story,['Taylor Swift'],pop,60.0,,117.45,2.0,1.0,0.57,0.4,0.47,0.8,0.74,0.93,0.13,56.0,0.51,56.0,0.94
Yifan,taylor swift,mean,https://open.spotify.com/intl-ja/track/6yM6QsnTCTVOkKEvg3hGlo?si=020a191707b546f0,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,失恋ソング,0BThmcV5jOQywT3aEX84zA,Bad Blood,['Taylor Swift'],,25.0,,112.35,11.0,1.0,0.57,0.31,0.44,0.79,0.76,0.96,0.28,52.0,0.53,52.0,0.85
Yifan,taylor swift,story,https://open.spotify.com/intl-ja/track/5hnJCRSo4pxRsaEwT9YusG?si=df3a2a98aee542c4,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,1t5zysJLU50ZKjPZJLWuAx,ビンクスの酒 - ～ロジャー海賊団ver.～,['ロジャー海賊団'],,57.0,,117.45,10.0,0.0,0.63,0.36,0.43,0.47,0.75,0.94,0.15,58.0,0.51,58.0,0.87
Yifan,taylor swift,blood,https://open.spotify.com/intl-ja/track/0BThmcV5jOQywT3aEX84zA?si=194592fa726e44f1,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,恋愛ソング,1PdWDLJNk040dkuXoLLE2F,ウィーアー!,['Hiroshi Kitadani'],,56.0,,166.71,10.0,0.0,0.49,0.35,0.51,0.51,0.75,0.96,0.19,65.0,0.36,65.0,0.92
Yifan,one piece,sake,https://open.spotify.com/intl-ja/track/1t5zysJLU50ZKjPZJLWuAx?si=2a8b4570b60a4c7e,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,4qyGU4DyGaRobLMhpZxEMX,MAGIC,['SEKAI NO OWARI'],j-pop,55.0,278825.0,117.45,2.0,1.0,0.65,0.36,0.39,0.79,0.74,0.96,0.16,57.0,0.51,57.0,0.88
Yifan,one piece,we,https://open.spotify.com/intl-ja/track/1PdWDLJNk040dkuXoLLE2F?si=a323175d4e6541ec,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,友情ソング,5kDz0Wrx0UpaVRttDZ4KtI,炎と森のカーニバル,['SEKAI NO OWARI'],j-pop,56.0,298040.0,117.45,9.0,0.0,0.7,0.34,0.47,0.49,0.75,0.97,0.24,56.0,0.51,56.0,0.95
大林,SEKAI NO OWARI,MAGIC,https://open.spotify.com/intl-ja/track/4qyGU4DyGaRobLMhpZxEMX?si=NAkJfHpPRSyYte3X06mJrg&nd=1&dlsi=e6d81466f2f84ddf,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,失恋ソング,7facNrW6VRW8s3ICZ8G1uW,RPG,['SEKAI NO OWARI'],pop,66.0,291346.0,136.0,11.0,1.0,0.56,0.36,0.48,0.78,0.72,0.96,0.15,64.0,0.44,64.0,0.93
大林,SEKAI NO OWARI,炎と森のカーニバル,https://open.spotify.com/intl-ja/track/5kDz0Wrx0UpaVRttDZ4KtI?si=1cd4d05398b1499a,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング,08rovJEJniq6bcwLLHhHmj,琥珀,['SEKAI NO OWARI'],,55.0,,95.7,5.0,0.0,0.5,0.32,0.44,0.44,0.75,0.97,0.22,37.0,0.63,37.0,0.79
大林,SEKAI NO OWARI,RPG,https://open.spotify.com/intl-ja/track/7facNrW6VRW8s3ICZ8G1uW?si=bfa6cfd6f49f40a0,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,友情ソング,0kWHyUb42yanHaqIGskXQE,周波数,['SEKAI NO OWARI'],j-pop,53.0,256880.0,132.51,0.0,0.0,0.57,0.34,0.55,0.5,0.76,0.95,0.24,34.0,0.45,34.0,0.96
大林,SEKAI NO OWARI,琥珀,https://open.spotify.com/intl-ja/track/08rovJEJniq6bcwLLHhHmj?si=707855419f1b45e1,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング,3H6sHQWnAU5jjnqFNLHjoM,プレゼント,['SEKAI NO OWARI'],j-pop,52.0,281449.0,117.45,7.0,1.0,0.52,0.34,0.49,0.79,0.74,0.96,0.24,54.0,0.51,54.0,0.95
大林,SEKAI NO OWARI,周波数,https://open.spotify.com/intl-ja/track/0kWHyUb42yanHaqIGskXQE?si=34cb1f04a91d46f1,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング,39sBV5jd2CqOT0xOwjSd9R,世界平和,['SEKAI NO OWARI'],anime,14.0,299266.0,89.1,11.0,1.0,0.68,0.34,0.36,0.77,0.74,0.98,0.21,45.0,0.67,45.0,0.9
大林,SEKAI NO OWARI,プレゼント,https://open.spotify.com/intl-ja/track/3H6sHQWnAU5jjnqFNLHjoM?si=26bc2b2c6ee843d4,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング,6RyqtN7hyWoyST5Jucradp,インスタントラジオ,['SEKAI NO OWARI'],j-pop,20.0,248333.0,99.38,7.0,1.0,0.75,0.34,0.39,0.78,0.75,0.97,0.21,48.0,0.6,48.0,0.88
大林,SEKAI NO OWARI,世界平和,https://open.spotify.com/intl-ja/track/39sBV5jd2CqOT0xOwjSd9R?si=b3e22d6791c046fe,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,メッセージソング,0GTz1mytQUBlGaSF7s4Rdz,眠り姫,['SEKAI NO OWARI'],j-pop,63.0,326640.0,97.51,5.0,0.0,0.69,0.31,0.36,0.48,0.77,0.96,0.32,47.0,0.62,47.0,0.89
大林,SEKAI NO OWARI,インスタントラジオ,https://open.spotify.com/intl-ja/track/6RyqtN7hyWoyST5Jucradp?si=dc5def1fe1c04e98,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング,5Mtex2FXwmYmHfkiAxFRch,PLAY,['SEKAI NO OWARI'],j-pop,47.0,240560.0,129.2,4.0,0.0,0.59,0.33,0.47,0.5,0.75,0.96,0.25,61.0,0.46,61.0,0.89
大林,SEKAI NO OWARI,眠り姫,https://open.spotify.com/intl-ja/track/0GTz1mytQUBlGaSF7s4Rdz?si=4c4e57e5bb3a4529,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,21eKEfsksL6vPkFxwOsgoh,のびしろ - From THE FIRST TAKE,['Creepy Nuts'],,35.0,,172.27,2.0,1.0,0.65,0.3,0.52,0.81,0.78,0.96,0.33,79.0,0.35,79.0,0.96
大林,SEKAI NO OWARI,PLAY,https://open.spotify.com/intl-ja/track/5Mtex2FXwmYmHfkiAxFRch?si=aa80d0a90eae4614,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング,38Ypb7FJIGVovqqQO2Yu5S,二度寝,['Creepy Nuts'],pop,59.0,207187.0,87.59,7.0,1.0,0.7,0.31,0.43,0.76,0.77,0.97,0.33,41.0,0.68,41.0,0.94
大林,CreepyNuts,のびしろ,https://open.spotify.com/intl-ja/track/21eKEfsksL6vPkFxwOsgoh?si=0811d087f8bd494f,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング,1j6Agt1Sn2DjQ0NA33J3r2,よふかしのうた,['Creepy Nuts'],j-pop,54.0,240000.0,114.84,5.0,0.0,0.56,0.36,0.49,0.49,0.75,0.94,0.23,55.0,0.52,55.0,0.94
大林,CreepyNuts,二度寝,https://open.spotify.com/intl-ja/track/38Ypb7FJIGVovqqQO2Yu5S?si=992bf2c4a58c4a9c,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,1YjB7JgaWxUSOAsuCBOQEM,合法的トビ方ノススメ,['Creepy Nuts'],,54.0,,132.51,3.0,0.0,0.44,0.36,0.46,0.5,0.74,0.93,0.18,64.0,0.45,64.0,0.94
大林,CreepyNuts,よふかしのうた,https://open.spotify.com/intl-ja/track/1j6Agt1Sn2DjQ0NA33J3r2?si=16c848d3e3544dd4,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,1fonP7Ttn5purfCHYopDtL,友人A,['Creepy Nuts'],j-pop,50.0,182840.0,132.51,1.0,0.0,0.64,0.31,0.48,0.5,0.77,0.96,0.3,66.0,0.45,66.0,0.92
大林,CreepyNuts,合法的トビ方ノススメ,https://open.spotify.com/intl-ja/track/1YjB7JgaWxUSOAsuCBOQEM?si=cc40f23c268c4a91,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,パーティーソング,0kdqcbwei4MDWFEX5f33yG,Bling-Bang-Bang-Born,['Creepy Nuts'],,79.0,,156.61,0.0,0.0,0.67,0.28,0.6,0.45,0.78,0.97,0.36,39.0,0.38,39.0,0.9
大林,CreepyNuts,友人A,https://open.spotify.com/intl-ja/track/1fonP7Ttn5purfCHYopDtL?si=634c41810e054b2d,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,5HPsZwo40KA3GThqBFZFac,堕天,['Creepy Nuts'],pop,69.0,172906.0,99.38,5.0,0.0,0.64,0.32,0.38,0.48,0.77,0.96,0.29,49.0,0.6,49.0,0.89
大林,CreepyNuts,Bling Bang Bang Born,https://open.spotify.com/intl-ja/track/0kdqcbwei4MDWFEX5f33yG?si=295ca60d46494587,Happy/Excited,Happy/Excited,Angry/Frustrated,Angry/Frustrated,メッセージソング,7JW3bKJgD9oE5BTJAxveI3,助演男優賞,['Creepy Nuts'],,34.0,,143.55,6.0,1.0,0.58,0.35,0.47,0.8,0.76,0.93,0.25,70.0,0.42,70.0,0.94
大林,CreepyNuts,堕天,https://open.spotify.com/intl-ja/track/5HPsZwo40KA3GThqBFZFac?si=5b8f299725d5414e,Happy/Excited,Happy/Excited,Angry/Frustrated,Angry/Frustrated,パーティーソング,3D2IXY94OuYAIBxB1WQjnl,かつて天才だった俺たちへ,['Creepy Nuts'],j-pop,50.0,214080.0,105.47,0.0,1.0,0.64,0.34,0.52,0.79,0.76,0.95,0.28,32.0,0.57,32.0,0.93
大林,CreepyNuts,助演男優賞,https://open.spotify.com/intl-ja/track/7JW3bKJgD9oE5BTJAxveI3?si=682e115cd29a4be9,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング,3nWcF4pDBjNdtbKgehwfz8,サントラ,"['Creepy Nuts', 'SUDA MASAKI']",pop,55.0,249440.0,126.05,4.0,1.0,0.65,0.37,0.53,0.8,0.73,0.95,0.13,29.0,0.48,29.0,0.94
大林,CreepyNuts,かつて天才だった俺たちへ,https://open.spotify.com/intl-ja/track/3D2IXY94OuYAIBxB1WQjnl?si=bec551e5c6594b32,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング,2VlJFaqXBMp0q6AqrQegG1,comedy,['Tele'],,44.0,,123.05,6.0,1.0,0.55,0.34,0.43,0.78,0.75,0.97,0.24,61.0,0.49,61.0,0.95
大林,CreepyNuts,サントラ,https://open.spotify.com/intl-ja/track/3nWcF4pDBjNdtbKgehwfz8?si=b0ea34b1fbd644a3,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング,4cJRvfyxLWzJKlQtuBwafi,花瓶,['Tele'],rock,54.0,207101.0,184.57,4.0,1.0,0.62,0.32,0.52,0.81,0.77,0.95,0.31,89.0,0.33,89.0,0.94
大林,Tele,comedy,https://open.spotify.com/intl-ja/track/2VlJFaqXBMp0q6AqrQegG1?si=5bc79e7251944a36,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,428vfWii2yP680un6tby9J,ぱらいそ,['Tele'],,50.0,,123.05,6.0,0.0,0.71,0.36,0.52,0.49,0.74,0.95,0.15,33.0,0.49,33.0,0.87
大林,Tele,花瓶,https://open.spotify.com/intl-ja/track/4cJRvfyxLWzJKlQtuBwafi?si=fd2164d989644789,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング,6h5ndow0y3PdcW6nFsxLFz,Véranda,['Tele'],,51.0,,184.57,3.0,1.0,0.5,0.31,0.53,0.78,0.75,0.97,0.28,91.0,0.33,91.0,0.95
大林,Tele,ぱらいそ,https://open.spotify.com/intl-ja/track/428vfWii2yP680un6tby9J?si=0037a485d9554cf5,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング,2B6QGxPzeZwLfUFj9EjFsv,ロックスター,['Tele'],,51.0,,95.7,3.0,0.0,0.55,0.36,0.51,0.48,0.74,0.96,0.14,32.0,0.63,32.0,0.94
大林,Tele,veranda,https://open.spotify.com/intl-ja/track/6h5ndow0y3PdcW6nFsxLFz?si=508de1f144524edf,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング,1MPXGmYBgZCM2lOXOYlEYy,あくび,['Tele'],,42.0,,123.05,7.0,1.0,0.63,0.27,0.51,0.68,0.79,0.98,0.28,43.0,0.49,43.0,0.86
大林,Tele,ロックスター,https://open.spotify.com/intl-ja/track/2B6QGxPzeZwLfUFj9EjFsv?si=a0e6dab647c442ca,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング,2afFzkfrFZLpdiXbFTJ90x,初恋,['Tele'],,46.0,,136.0,5.0,0.0,0.5,0.32,0.48,0.5,0.77,0.96,0.26,64.0,0.44,64.0,0.91
大林,Tele,あくび,https://open.spotify.com/intl-ja/track/1MPXGmYBgZCM2lOXOYlEYy?si=84e734ac341a4a5f,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング,2TokbunxjjdN7nFL7JCfTW,鯨の子,['Tele'],,44.0,,161.5,1.0,0.0,0.53,0.34,0.55,0.51,0.76,0.95,0.24,65.0,0.37,65.0,0.93
大林,Tele,初恋,https://open.spotify.com/intl-ja/track/2afFzkfrFZLpdiXbFTJ90x?si=d05b362d41124d55,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,59wsI81bB3Rw2uFxWqRgfy,ひび,['Tele'],,46.0,,166.71,3.0,1.0,0.55,0.33,0.56,0.81,0.77,0.95,0.27,65.0,0.36,65.0,0.94
大林,Tele,鯨の子,https://open.spotify.com/intl-ja/track/2TokbunxjjdN7nFL7JCfTW?si=a38bb49d1522400e,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング,6qCDaclwJVZYV5cnvEANYo,金星,['Tele'],,39.0,,156.61,1.0,1.0,0.61,0.35,0.58,0.8,0.75,0.95,0.2,35.0,0.38,35.0,0.95
大林,Tele,ひび,https://open.spotify.com/intl-ja/track/59wsI81bB3Rw2uFxWqRgfy?si=55696d2139d34c58,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング,1z4lnvupPn8fvR1zR36K18,Star,['Gen Hoshino'],,65.0,,97.51,0.0,1.0,0.66,0.3,0.43,0.7,0.77,0.98,0.33,32.0,0.62,32.0,0.86
大林,Tele,金星,https://open.spotify.com/intl-ja/track/6qCDaclwJVZYV5cnvEANYo?si=0b57eed39e854a15,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,恋愛ソング,6pllZAdgBf4QTcFUrF3DzL,喜劇,['Gen Hoshino'],,60.0,,89.1,4.0,1.0,0.59,0.3,0.41,0.78,0.78,0.96,0.36,43.0,0.67,43.0,0.83
大林,星野源,Star,https://open.spotify.com/intl-ja/track/1z4lnvupPn8fvR1zR36K18?si=aeb2373cb1b441a8,Happy/Excited,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング,5IOKl1EeyOw7Bjp9E84tdw,化物,['Gen Hoshino'],,48.0,,112.35,5.0,1.0,0.62,0.36,0.42,0.79,0.76,0.94,0.25,55.0,0.53,55.0,0.93
大林,星野源,喜劇,https://open.spotify.com/intl-ja/track/6pllZAdgBf4QTcFUrF3DzL?si=2db9470acf784070,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,7jgqNMnqAT9FghC1uSYTFF,アイデア,['Gen Hoshino'],,63.0,,87.59,5.0,0.0,0.59,0.32,0.38,0.48,0.77,0.95,0.32,42.0,0.68,42.0,0.9
大林,星野源,化物,https://open.spotify.com/intl-ja/track/5IOKl1EeyOw7Bjp9E84tdw?si=757439f53d45403e,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング,6XzDz5r1bGMkcOKeXQwTqM,Family Song,['Gen Hoshino'],,64.0,,83.35,2.0,1.0,0.55,0.34,0.41,0.78,0.75,0.96,0.25,41.0,0.72,41.0,0.89
大林,星野源,アイデア,https://open.spotify.com/intl-ja/track/7jgqNMnqAT9FghC1uSYTFF?si=2a7c8f053b0b4c44,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング,61znEgS6PbjGHLmQcNr0xZ,地獄でなぜ悪い,['Gen Hoshino'],,54.0,,126.05,7.0,1.0,0.64,0.38,0.49,0.8,0.75,0.94,0.16,56.0,0.48,56.0,0.91
大林,星野源,Family Song,https://open.spotify.com/intl-ja/track/6XzDz5r1bGMkcOKeXQwTqM?si=2be17d62b3a445bb,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,家族ソング,57T1nEAUura1AX0JgJDVDu,Crazy Crazy,['Gen Hoshino'],,47.0,,114.84,8.0,0.0,0.52,0.34,0.47,0.49,0.77,0.94,0.3,51.0,0.52,51.0,0.93
大林,星野源,地獄でなぜ悪い,https://open.spotify.com/intl-ja/track/61znEgS6PbjGHLmQcNr0xZ?si=99eccd494c934357,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,鬱ソング,1SthVgXPOV0py1CHizp42X,ギャグ,['Gen Hoshino'],,46.0,,172.27,2.0,1.0,0.55,0.37,0.46,0.81,0.75,0.94,0.2,80.0,0.35,80.0,0.9
大林,星野源,Crazy Crazy,https://open.spotify.com/intl-ja/track/57T1nEAUura1AX0JgJDVDu?si=86ac0477a3e843f0,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,6rEReeuYDZdggaSMF1sybO,ドラえもん,['Gen Hoshino'],,57.0,,161.5,11.0,1.0,0.6,0.33,0.51,0.8,0.75,0.97,0.27,79.0,0.37,79.0,0.95
大林,星野源,ギャグ,https://open.spotify.com/intl-ja/track/1SthVgXPOV0py1CHizp42X?si=3e9f99c314dd4bd2,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング,1HD7YyTYAQ4LPussdtj7Ui,くだらないの中に,['Gen Hoshino'],,52.0,,143.55,7.0,0.0,0.54,0.31,0.47,0.45,0.77,0.96,0.32,72.0,0.42,72.0,0.91
大林,星野源,ドラえもん,https://open.spotify.com/intl-ja/track/6rEReeuYDZdggaSMF1sybO?si=f5b4ca4896564520,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,友情ソング,6IEqiEgTQn4FwE0seKXFZO,Lovers,['sumika'],rock,66.0,250800.0,114.84,6.0,1.0,0.59,0.41,0.48,0.8,0.73,0.93,0.09,52.0,0.52,52.0,0.92
大林,星野源,くだらないの中に,https://open.spotify.com/intl-ja/track/1HD7YyTYAQ4LPussdtj7Ui?si=6b5051d1264a4a23,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,08sjU4Uck88xYCQA3ncPS5,ファンファーレ,['sumika'],,60.0,,107.67,10.0,0.0,0.67,0.36,0.41,0.49,0.74,0.96,0.2,53.0,0.56,53.0,0.94
大林,sumika,Lovers,https://open.spotify.com/intl-ja/track/6IEqiEgTQn4FwE0seKXFZO?si=e9cd94d1c2284115,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング,47eLnWll78mdBJjcgJu34o,フィクション,['sumika'],,60.0,,123.05,9.0,0.0,0.59,0.38,0.61,0.5,0.75,0.93,0.18,14.0,0.49,14.0,0.95
大林,sumika,ファンファーレ,https://open.spotify.com/intl-ja/track/08sjU4Uck88xYCQA3ncPS5?si=9bf9f16dbd104abf,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング,5Iq2irLDecATUK9m1vQlOJ,運命,['sumika'],,52.0,,147.66,4.0,1.0,0.6,0.38,0.53,0.81,0.74,0.93,0.16,65.0,0.41,65.0,0.94
大林,sumika,フィクション,https://open.spotify.com/intl-ja/track/47eLnWll78mdBJjcgJu34o?si=297675aed3dd4b2e,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング,7dODNcz1h6UFj8GHlvRyqP,願い,['sumika'],j-rock,57.0,315866.0,92.29,6.0,1.0,0.54,0.37,0.42,0.79,0.75,0.94,0.18,45.0,0.65,45.0,0.91
大林,sumika,運命,https://open.spotify.com/intl-ja/track/5Iq2irLDecATUK9m1vQlOJ?si=9503d77dd1544683,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング,5oG8Ewk6dqsroYdmNFO7nu,ふっかつのじゅもん,['sumika'],j-rock,56.0,253240.0,114.84,1.0,0.0,0.58,0.37,0.39,0.5,0.72,0.94,0.16,54.0,0.52,54.0,0.92
大林,sumika,願い,https://open.spotify.com/intl-ja/track/7dODNcz1h6UFj8GHlvRyqP?si=b48b5437640a4099,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング,02ky8hgvXIiQx9fSRxjvxv,10時の方角,['sumika'],,54.0,,143.55,0.0,1.0,0.51,0.37,0.46,0.8,0.73,0.95,0.17,68.0,0.42,68.0,0.94
大林,sumika,ふっかつのじゅもん,https://open.spotify.com/intl-ja/track/5oG8Ewk6dqsroYdmNFO7nu?si=433098462114479e,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,0DCsTPVWCzvxDKtqBgLyUL,「伝言歌」,['sumika'],j-rock,52.0,240026.0,101.33,8.0,0.0,0.54,0.34,0.43,0.46,0.74,0.97,0.19,48.0,0.59,48.0,0.94
大林,sumika,10時の方角,https://open.spotify.com/intl-ja/track/02ky8hgvXIiQx9fSRxjvxv?si=adacaeb3e801408c,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング,2rJaIORbJFdzGGRG6bqTGN,Dang Ding Dong,['sumika'],,41.0,,139.67,5.0,0.0,0.53,0.37,0.45,0.5,0.75,0.94,0.18,65.0,0.43,65.0,0.9
