担当者,アーティスト,曲名（optional）,URL,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル
Yifan,Wu Zhuoling,be,https://open.spotify.com/track/50N0JG95cval3hR2Rk9axl?si=4d062214ca9e454b,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング
Yifan,Wu Zhuoling,another,https://open.spotify.com/track/2CYiIjcTcOxXYFhEHKPacm?si=d87e689eb0a5498f,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング
Yifan,Central euro folk,zmije,https://open.spotify.com/track/2TacldfE3yIAn7ObWdOcVw?si=0c94e166e3bf40e6,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,Central euro folk,burana,https://open.spotify.com/track/3ac5cKE20LyhfUfAoxllnZ?si=7a0ffbbf341c4efc,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,Central euro folk,tam,https://open.spotify.com/track/37GTgb7EGE7wTKUSQn11os?si=a9adedc7e24f45fb,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,Central euro folk,morena,https://open.spotify.com/track/3r5bk9EcxTfGPaqfq7m4zP?si=30661b2f7e244a55,Relax/Chill,Angry/Frustrated,Relax/Chill,Relax/Chill,その他
Yifan,Central euro folk,wilczy,https://open.spotify.com/track/6dPiOOizEqcaVgf4S7nhQV?si=996d4593bb8944b2,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,Central euro folk,galdr,https://open.spotify.com/track/6fK13nYQs8TV0G7DmQamRj?si=16af416f71184a45,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,その他
Yifan,Central euro folk,ruta,https://open.spotify.com/track/6JZdxRwXNXjHQqf97UYVew?si=0d44456d26cc471d,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,Central euro folk,zoriuszka,https://open.spotify.com/track/6ExiKU2tMlztC3ujpk9scz?si=fb3dc0a7ddb3408a,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,その他
Yifan,Central euro folk,doydi,https://open.spotify.com/track/7oWtp99znSiQuz3K97bkOm?si=93b949b0b37248b4,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,その他
Yifan,Central euro folk,nezaan,https://open.spotify.com/track/7fXS3NNDcsImX7ooBsu8ED?si=6adc3816c575473a,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,その他
Yifan,blonde redhead,melody,https://open.spotify.com/intl-ja/track/3yMXOWJgagWt0k1I1o4pEs?si=eec4de8fa72a4711,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,misery,https://open.spotify.com/intl-ja/track/0tm9m5pv01Toj3nt3LESdZ?si=6f6582fe8f8c4d27,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,pink,https://open.spotify.com/intl-ja/track/0y89oUGduirOIlZpOLzLZa?si=eba86a92aff145ee,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,equus,https://open.spotify.com/intl-ja/track/2ethqpBioqaojYbIoE1q2M?si=7da74398d8e44aa8,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,その他
Yifan,blonde redhead,messenger,https://open.spotify.com/intl-ja/track/6cAbIQ5tachruXGBnXNuQ1?si=f47da307f9d346a2,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,elephant,https://open.spotify.com/intl-ja/track/2mweWXUplavtY2YCANfmwO?si=af67e04e48574c68,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,damaged,https://open.spotify.com/intl-ja/track/6lvJDlBrtabJWiBlMTGxKs?si=f2e25f32769e478f,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,girl,https://open.spotify.com/intl-ja/track/3Z5I3tySu3V1dB2Aw3djok?si=2425ad0281fc4b27,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,hated,https://open.spotify.com/intl-ja/track/3XBWqdsB3RbqTLxEFXeZTI?si=5e1cf06f43ef49bb,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,for,https://open.spotify.com/intl-ja/track/14E52ObKfWYZNWJRXcU3mu?si=8d2f04193ada47ad,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,loved,https://open.spotify.com/intl-ja/track/5jYxvAgvta801bge7mNsOy?si=351c118cb559437d,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Yifan,blonde redhead,particular,https://open.spotify.com/intl-ja/track/4rz3AwWL2wbJoye11pbULz?si=c775cfaa61f84bb9,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,blonde redhead,23,https://open.spotify.com/intl-ja/track/4h9pwQbHEz9HSGeOE8UMf4?si=e93b777b80774297,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,blonde redhead,silent,https://open.spotify.com/intl-ja/track/60MjXOSuE6NQoxlOcEe4FW?si=faf43b657c2a4c94,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,nirvana,teen,https://open.spotify.com/intl-ja/track/4CeeEOM32jQcH3eN9Q2dGj?si=2f7d372f4719420d,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
Yifan,nirvana,come,https://open.spotify.com/intl-ja/track/2RsAajgo0g7bMCHxwH3Sk0?si=5334b0b7599048d5,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
Yifan,nirvana,heart,https://open.spotify.com/intl-ja/track/11LmqTE2naFULdEP94AUBa?si=d0099fb2c47546e6,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
Yifan,nirvana,lithium,https://open.spotify.com/intl-ja/track/5vHLwhxxlGzmClMcxRRFPr?si=147aaf666e0641a2,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
Yifan,nirvana,man,https://open.spotify.com/intl-ja/track/15VRO9CQwMpbqUYA7e6Hwg?si=694526167f504632,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング
Yifan,nirvana,something,https://open.spotify.com/intl-ja/track/4gHnSNHs8RyVukKoWdS99f?si=16882fffd1864ec0,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,メッセージソング
Yifan,nirvana,lounge,https://open.spotify.com/intl-ja/track/1o5jmMhhk2UZ9YP1X5fXfj?si=e1d2ccdb96d14fe1,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
Yifan,nirvana,breed,https://open.spotify.com/intl-ja/track/3PyPpABRA2bTGhNwPd66H6?si=3add27a672084217,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
Yifan,nirvana,bloom,https://open.spotify.com/intl-ja/track/2mvffzYUJ9Ld9xhsF5DUjU?si=a9285a886de9463d,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
Yifan,nirvana,apolo,https://open.spotify.com/intl-ja/track/1Ic9pKxGSJGM0LKeqf6lGe?si=5e083864d0db4ca8,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
Yifan,nirvana,dump,https://open.spotify.com/intl-ja/track/5gRcv46AMTrosmTOqrOV3Q?si=b83050fa5de74404,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,メッセージソング
Yifan,blur,song2,https://open.spotify.com/intl-ja/track/1FTSo4v6BOZH9QxKc3MbVM?si=2776444f27d94a34,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
Yifan,blur,girls,https://open.spotify.com/intl-ja/track/5CeL9C3bsoe4yzYS1Qz8cw?si=4bd29226284e4a47,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
Yifan,blur,park,https://open.spotify.com/intl-ja/track/7FSzJQV6thyoQptFCUTV9c?si=6587b05f28ee4399,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
Yifan,blur,coffee,https://open.spotify.com/intl-ja/track/5eSllZgRWCIJsDTAqFRwQw?si=2d30b09b72dc4aa7,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,友情ソング
Yifan,blur,universal,https://open.spotify.com/intl-ja/track/63G27PTar9LZQgKU2BKjx9?si=6b6862dec8e44b9e,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング
Yifan,blur,tender,https://open.spotify.com/intl-ja/track/42cxPm9jgbaxIVN77XA1m6?si=3a1b896a905a48b0,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,恋愛ソング
Yifan,blur,charmless,https://open.spotify.com/intl-ja/track/7lJ9MeQgqHlBrE69omD4rN?si=77e8c5f4d0724cfa,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
Yifan,blur,ong,https://open.spotify.com/intl-ja/track/0pWlQq2LSBleEOSe4TlM2v?si=ee1c9b9d61584e1c,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング
Yifan,blur,bad,https://open.spotify.com/intl-ja/track/11rOwWuMAoucTDo6PQA9ny?si=35fbb2098d514fe2,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング
Yifan,blur,time,https://open.spotify.com/intl-ja/track/79PrPZu9zWyc1qwUwXchVl?si=f95fa0eaaf3543f5,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング
Yifan,Mideast folk,imaginary,https://open.spotify.com/intl-ja/track/2MGJsAlrcSkOuVMVJN7Ogg?si=67b1912399374432,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,maree docia,he,https://open.spotify.com/intl-ja/track/2FKv3OjDY7qM8JmjXp8X1l?si=bf65c30d0bc14109,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,その他
Yifan,maree docia,love,https://open.spotify.com/intl-ja/track/25IX8yxNjj9AvuMzyVpaH2?si=b246b7f258494300,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,その他
Yifan,omar,kolaymi,https://open.spotify.com/intl-ja/track/3tT7GisdKZYPW1suW2GVqm?si=53adedcfd9d34614,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,omar,I,https://open.spotify.com/intl-ja/track/6MSCWPjKrG5aAcRG9oh3R7?si=0493f76b17a84b0b,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,omar,hasret,https://open.spotify.com/intl-ja/track/53TrSM2s5y8rRQC71p7QgP?si=a04e81d7b73c46cf,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Yifan,ladygaga,poker,https://open.spotify.com/intl-ja/track/1QV6tiMFM6fSOKOGLMHYYg?si=6ab91a44f1ae4e9b,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
Yifan,ladygaga,dance,https://open.spotify.com/intl-ja/track/1dzQoRqT5ucxXVaAhTcT0J?si=389ad950741640fb,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
Yifan,ladygaga,judas,https://open.spotify.com/intl-ja/track/4q57oGT90FfPHf7vWp32Ho?si=d80cc7fa3a2f4670,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
Yifan,ladygaga,romance,https://open.spotify.com/intl-ja/track/0SiywuOBRcynK0uKGWdCnn?si=2da9040db36544f7,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
Yifan,ladygaga,telephone,https://open.spotify.com/intl-ja/track/7rl7ao5pb9BhvAzPdWStxi?si=b66ae67fcb52455c,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
Yifan,ladygaga,mama,https://open.spotify.com/intl-ja/track/05C03gHE4ELVcOupy6VhfO?si=2569c59a5db64793,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,家族ソング
Yifan,ladygaga,artpop,https://open.spotify.com/intl-ja/track/5G2KHX3AQeiP9Bmm0ruB5L?si=0b3cf3f5d405476f,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
Yifan,ladygaga,gypsy,https://open.spotify.com/intl-ja/track/1bTxHdv6H6Q5gTGOWVSYWQ?si=5e0021727e9d44c7,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
Yifan,ladygaga,you,https://open.spotify.com/intl-ja/track/0EVPQvcN0XDsR1scZW0BD4?si=c74a99be8a3a4d90,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
Yifan,techno,pouring,https://open.spotify.com/intl-ja/track/18hndxpHKVQud0PFXFglyv?si=0ff4b39985b9468c,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング
Yifan,techno,c45,https://open.spotify.com/intl-ja/track/1tA9wVYpDOEiFiPqCXIpkb?si=52b709ebd7e24ecc,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,パーティーソング
Yifan,techno,lullaby,https://open.spotify.com/intl-ja/track/4WpbJlrScdfbCilNSJKLRt?si=234d8444a08d4d6e,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング
Yifan,techno,purge,https://open.spotify.com/intl-ja/track/3rheUBDovE7jbtztArXClB?si=06f0488943c84e23,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング
Yifan,techno,fall,https://open.spotify.com/intl-ja/track/3Q5YJa6lQdYMHfTu4WeKN3?si=168feca2bcaf44a3,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,パーティーソング
Yifan,techno,hey,https://open.spotify.com/intl-ja/track/7kXmJwrZGIhDaLT9sNo3ut?si=0efbd9bf83be4aee,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
Yifan,techno,under,https://open.spotify.com/intl-ja/track/4x0PSbiNZ3Xjh2XrJ3Vplf?si=93c0301fa48247df,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
Yifan,techno,keno,https://open.spotify.com/intl-ja/track/0ELifwnrhwegKmo7kCUGK5?si=6035b576ed114b04,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
Yifan,techno,refle,https://open.spotify.com/intl-ja/track/60tCJXhDZPIileGFqcpY7k?si=a7ac8cb5b7d34927,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング
Yifan,techno,tomorrow,https://open.spotify.com/intl-ja/track/4mn5HdatHKN7iFGDes9G8i?si=7aa77fda85c6488a,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,メッセージソング
Yifan,taylor swift,style,https://open.spotify.com/intl-ja/track/4D7kxLhSz7siCOw7KA5rQn?si=17a4b4c1629e4926,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
Yifan,taylor swift,shake,https://open.spotify.com/intl-ja/track/1CiVz2WkmZRwhU3A6J2Gjz?si=4087e9e69a4e4a89,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,失恋ソング
Yifan,taylor swift,all,https://open.spotify.com/intl-ja/track/4XMP3zVxrnr58T0tjIHvpR?si=9cab2071b49b4575,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Yifan,taylor swift,stay,https://open.spotify.com/intl-ja/track/1qLeEu4iXEclkLwoBlMiou?si=458d618cd09e4503,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
Yifan,taylor swift,sparks,https://open.spotify.com/intl-ja/track/2lCii9ugWIOMGLKO5dj5WP?si=4c478c67410d4274,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
Yifan,taylor swift,mean,https://open.spotify.com/intl-ja/track/6yM6QsnTCTVOkKEvg3hGlo?si=020a191707b546f0,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,失恋ソング
Yifan,taylor swift,story,https://open.spotify.com/intl-ja/track/5hnJCRSo4pxRsaEwT9YusG?si=df3a2a98aee542c4,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Yifan,taylor swift,blood,https://open.spotify.com/intl-ja/track/0BThmcV5jOQywT3aEX84zA?si=194592fa726e44f1,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,恋愛ソング
Yifan,one piece,sake,https://open.spotify.com/intl-ja/track/1t5zysJLU50ZKjPZJLWuAx?si=2a8b4570b60a4c7e,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
Yifan,one piece,we,https://open.spotify.com/intl-ja/track/1PdWDLJNk040dkuXoLLE2F?si=a323175d4e6541ec,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,友情ソング
大林,SEKAI NO OWARI,MAGIC,https://open.spotify.com/intl-ja/track/4qyGU4DyGaRobLMhpZxEMX?si=NAkJfHpPRSyYte3X06mJrg&nd=1&dlsi=e6d81466f2f84ddf,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,失恋ソング
大林,SEKAI NO OWARI,炎と森のカーニバル,https://open.spotify.com/intl-ja/track/5kDz0Wrx0UpaVRttDZ4KtI?si=1cd4d05398b1499a,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
大林,SEKAI NO OWARI,RPG,https://open.spotify.com/intl-ja/track/7facNrW6VRW8s3ICZ8G1uW?si=bfa6cfd6f49f40a0,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,友情ソング
大林,SEKAI NO OWARI,琥珀,https://open.spotify.com/intl-ja/track/08rovJEJniq6bcwLLHhHmj?si=707855419f1b45e1,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
大林,SEKAI NO OWARI,周波数,https://open.spotify.com/intl-ja/track/0kWHyUb42yanHaqIGskXQE?si=34cb1f04a91d46f1,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング
大林,SEKAI NO OWARI,プレゼント,https://open.spotify.com/intl-ja/track/3H6sHQWnAU5jjnqFNLHjoM?si=26bc2b2c6ee843d4,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング
大林,SEKAI NO OWARI,世界平和,https://open.spotify.com/intl-ja/track/39sBV5jd2CqOT0xOwjSd9R?si=b3e22d6791c046fe,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,メッセージソング
大林,SEKAI NO OWARI,インスタントラジオ,https://open.spotify.com/intl-ja/track/6RyqtN7hyWoyST5Jucradp?si=dc5def1fe1c04e98,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
大林,SEKAI NO OWARI,眠り姫,https://open.spotify.com/intl-ja/track/0GTz1mytQUBlGaSF7s4Rdz?si=4c4e57e5bb3a4529,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
大林,SEKAI NO OWARI,PLAY,https://open.spotify.com/intl-ja/track/5Mtex2FXwmYmHfkiAxFRch?si=aa80d0a90eae4614,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
大林,CreepyNuts,のびしろ,https://open.spotify.com/intl-ja/track/21eKEfsksL6vPkFxwOsgoh?si=0811d087f8bd494f,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,CreepyNuts,二度寝,https://open.spotify.com/intl-ja/track/38Ypb7FJIGVovqqQO2Yu5S?si=992bf2c4a58c4a9c,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
大林,CreepyNuts,よふかしのうた,https://open.spotify.com/intl-ja/track/1j6Agt1Sn2DjQ0NA33J3r2?si=16c848d3e3544dd4,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
大林,CreepyNuts,合法的トビ方ノススメ,https://open.spotify.com/intl-ja/track/1YjB7JgaWxUSOAsuCBOQEM?si=cc40f23c268c4a91,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,パーティーソング
大林,CreepyNuts,友人A,https://open.spotify.com/intl-ja/track/1fonP7Ttn5purfCHYopDtL?si=634c41810e054b2d,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
大林,CreepyNuts,Bling Bang Bang Born,https://open.spotify.com/intl-ja/track/0kdqcbwei4MDWFEX5f33yG?si=295ca60d46494587,Happy/Excited,Happy/Excited,Angry/Frustrated,Angry/Frustrated,メッセージソング
大林,CreepyNuts,堕天,https://open.spotify.com/intl-ja/track/5HPsZwo40KA3GThqBFZFac?si=5b8f299725d5414e,Happy/Excited,Happy/Excited,Angry/Frustrated,Angry/Frustrated,パーティーソング
大林,CreepyNuts,助演男優賞,https://open.spotify.com/intl-ja/track/7JW3bKJgD9oE5BTJAxveI3?si=682e115cd29a4be9,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
大林,CreepyNuts,かつて天才だった俺たちへ,https://open.spotify.com/intl-ja/track/3D2IXY94OuYAIBxB1WQjnl?si=bec551e5c6594b32,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
大林,CreepyNuts,サントラ,https://open.spotify.com/intl-ja/track/3nWcF4pDBjNdtbKgehwfz8?si=b0ea34b1fbd644a3,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,Tele,comedy,https://open.spotify.com/intl-ja/track/2VlJFaqXBMp0q6AqrQegG1?si=5bc79e7251944a36,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
大林,Tele,花瓶,https://open.spotify.com/intl-ja/track/4cJRvfyxLWzJKlQtuBwafi?si=fd2164d989644789,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング
大林,Tele,ぱらいそ,https://open.spotify.com/intl-ja/track/428vfWii2yP680un6tby9J?si=0037a485d9554cf5,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング
大林,Tele,veranda,https://open.spotify.com/intl-ja/track/6h5ndow0y3PdcW6nFsxLFz?si=508de1f144524edf,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
大林,Tele,ロックスター,https://open.spotify.com/intl-ja/track/2B6QGxPzeZwLfUFj9EjFsv?si=a0e6dab647c442ca,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング
大林,Tele,あくび,https://open.spotify.com/intl-ja/track/1MPXGmYBgZCM2lOXOYlEYy?si=84e734ac341a4a5f,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング
大林,Tele,初恋,https://open.spotify.com/intl-ja/track/2afFzkfrFZLpdiXbFTJ90x?si=d05b362d41124d55,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
大林,Tele,鯨の子,https://open.spotify.com/intl-ja/track/2TokbunxjjdN7nFL7JCfTW?si=a38bb49d1522400e,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング
大林,Tele,ひび,https://open.spotify.com/intl-ja/track/59wsI81bB3Rw2uFxWqRgfy?si=55696d2139d34c58,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング
大林,Tele,金星,https://open.spotify.com/intl-ja/track/6qCDaclwJVZYV5cnvEANYo?si=0b57eed39e854a15,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,恋愛ソング
大林,星野源,Star,https://open.spotify.com/intl-ja/track/1z4lnvupPn8fvR1zR36K18?si=aeb2373cb1b441a8,Happy/Excited,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング
大林,星野源,喜劇,https://open.spotify.com/intl-ja/track/6pllZAdgBf4QTcFUrF3DzL?si=2db9470acf784070,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
大林,星野源,化物,https://open.spotify.com/intl-ja/track/5IOKl1EeyOw7Bjp9E84tdw?si=757439f53d45403e,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング
大林,星野源,アイデア,https://open.spotify.com/intl-ja/track/7jgqNMnqAT9FghC1uSYTFF?si=2a7c8f053b0b4c44,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
大林,星野源,Family Song,https://open.spotify.com/intl-ja/track/6XzDz5r1bGMkcOKeXQwTqM?si=2be17d62b3a445bb,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,家族ソング
大林,星野源,地獄でなぜ悪い,https://open.spotify.com/intl-ja/track/61znEgS6PbjGHLmQcNr0xZ?si=99eccd494c934357,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,鬱ソング
大林,星野源,Crazy Crazy,https://open.spotify.com/intl-ja/track/57T1nEAUura1AX0JgJDVDu?si=86ac0477a3e843f0,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
大林,星野源,ギャグ,https://open.spotify.com/intl-ja/track/1SthVgXPOV0py1CHizp42X?si=3e9f99c314dd4bd2,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
大林,星野源,ドラえもん,https://open.spotify.com/intl-ja/track/6rEReeuYDZdggaSMF1sybO?si=f5b4ca4896564520,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,友情ソング
大林,星野源,くだらないの中に,https://open.spotify.com/intl-ja/track/1HD7YyTYAQ4LPussdtj7Ui?si=6b5051d1264a4a23,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
大林,sumika,Lovers,https://open.spotify.com/intl-ja/track/6IEqiEgTQn4FwE0seKXFZO?si=e9cd94d1c2284115,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
大林,sumika,ファンファーレ,https://open.spotify.com/intl-ja/track/08sjU4Uck88xYCQA3ncPS5?si=9bf9f16dbd104abf,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング
大林,sumika,フィクション,https://open.spotify.com/intl-ja/track/47eLnWll78mdBJjcgJu34o?si=297675aed3dd4b2e,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
大林,sumika,運命,https://open.spotify.com/intl-ja/track/5Iq2irLDecATUK9m1vQlOJ?si=9503d77dd1544683,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
大林,sumika,願い,https://open.spotify.com/intl-ja/track/7dODNcz1h6UFj8GHlvRyqP?si=b48b5437640a4099,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング
大林,sumika,ふっかつのじゅもん,https://open.spotify.com/intl-ja/track/5oG8Ewk6dqsroYdmNFO7nu?si=433098462114479e,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
大林,sumika,10時の方角,https://open.spotify.com/intl-ja/track/02ky8hgvXIiQx9fSRxjvxv?si=adacaeb3e801408c,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
大林,sumika,「伝言歌」,https://open.spotify.com/intl-ja/track/0DCsTPVWCzvxDKtqBgLyUL?si=42e4801a8e8d4064,Happy/Excited,Angry/Frustrated,Tired/Sad,Tired/Sad,失恋ソング
